file_name,shape,color,name,ndc11
261.jpg, OVAL, ORANGE,Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Diovan HCT],00078-0314-34
262.jpg, OVAL, RED,Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Diovan HCT],00078-0315-34
263.jpg, CAPSULE, ORANGE,rivastigmine 3 MG Oral Capsule [Exelon],00078-0324-44
264.jpg, OVAL, YELLOW,oxcarbazepine 300 MG Oral Tablet [Trileptal],00078-0337-05
265.jpg, ROUND, PINK,nateglinide 60 MG Oral Tablet [Starlix],00078-0351-05
266.jpg, OVAL, YELLOW,nateglinide 120 MG Oral Tablet [Starlix],00078-0352-05
267.jpg, ROUND, YELLOW,24 HR fluvastatin 80 MG Extended Release Oral Tablet [Lescol],00078-0354-05
268.jpg, TEAR, RED,valsartan 80 MG Oral Tablet [Diovan],00078-0358-34
269.jpg, TEAR, ORANGE,valsartan 160 MG Oral Tablet [Diovan],00078-0359-34
270.jpg, TEAR, BROWN,valsartan 320 MG Oral Tablet [Diovan],00078-0360-34
271.jpg, CAPSULE, BLUE,Amlodipine 10 MG / Benazepril hydrochloride 40 MG Oral Capsule [Lotrel],00078-0379-05
272.jpg, OVAL, BROWN,Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT],00078-0383-34
273.jpg, CAPSULE, BLUE,Amlodipine 5 MG / Benazepril hydrochloride 40 MG Oral Capsule [Lotrel],00078-0384-05
274.jpg, OVAL, ORANGE,Mycophenolic Acid 360 MG Delayed Release Oral Tablet [Myfortic],00078-0386-66
275.jpg, CAPSULE, PINK,Amlodipine 5 MG / Benazepril hydrochloride 20 MG Oral Capsule [Lotrel],00078-0406-05
276.jpg, OVAL, BROWN,Carbidopa 25 MG / entacapone 200 MG / Levodopa 100 MG Oral Tablet [Stalevo],00078-0408-05
277.jpg, OVAL, YELLOW,valsartan 40 MG Oral Tablet [Diovan],00078-0423-15
278.jpg, OVAL, GREEN,oxcarbazepine 150 MG Oral Tablet [Trileptal],00078-0456-05
279.jpg, OVAL, PINK,oxcarbazepine 600 MG Oral Tablet [Trileptal],00078-0457-05
280.jpg, OVAL, PINK,Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Diovan HCT],00078-0471-34
281.jpg, OVAL, YELLOW,Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Diovan HCT],00078-0472-34
282.jpg, ROUND, PINK,aliskiren 150 MG Oral Tablet [Tekturna],00078-0485-15
283.jpg, OVAL, RED,aliskiren 300 MG Oral Tablet [Tekturna],00078-0486-15
284.jpg, OVAL, YELLOW,Amlodipine 5 MG / valsartan 160 MG Oral Tablet [Exforge],00078-0488-15
285.jpg, OVAL, YELLOW,Amlodipine 10 MG / valsartan 160 MG Oral Tablet [Exforge],00078-0489-15
286.jpg, OVAL, BROWN,Amlodipine 5 MG / valsartan 320 MG Oral Tablet [Exforge],00078-0490-15
287.jpg, OVAL, YELLOW,Amlodipine 10 MG / valsartan 320 MG Oral Tablet [Exforge],00078-0491-15
288.jpg, OVAL, PINK,Carbamazepine 200 MG Oral Tablet [Tegretol],00078-0509-05
289.jpg, ROUND, YELLOW,12 HR Carbamazepine 100 MG Extended Release Oral Tablet [Tegretol],00078-0510-05
290.jpg, ROUND, BROWN,12 HR Carbamazepine 400 MG Extended Release Oral Tablet [Tegretol],00078-0512-05
291.jpg, OVAL, WHITE,aliskiren 150 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Tekturna HCT],00078-0521-15
292.jpg, OVAL, YELLOW,Amlodipine 5 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT],00078-0560-15
293.jpg, OVAL, BROWN,Amlodipine 10 MG / Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Exforge HCT],00078-0563-15
294.jpg, ROUND, YELLOW,artemether 20 MG / lumefantrine 120 MG Oral Tablet [Coartem],00078-0568-45
295.jpg, OVAL, RED,aliskiren 150 MG / valsartan 160 MG Oral Tablet [Valturna],00078-0572-15
296.jpg, OVAL, BROWN,aliskiren 300 MG / valsartan 320 MG Oral Tablet [Valturna],00078-0574-15
297.jpg, ROUND, WHITE,iloperidone 4 MG Oral Tablet [Fanapt],00078-0597-20
298.jpg, ROUND, WHITE,iloperidone 6 MG Oral Tablet [Fanapt],00078-0598-20
299.jpg, ROUND, WHITE,iloperidone 8 MG Oral Tablet [Fanapt],00078-0599-20
300.jpg, ROUND, BLUE,desloratadine 5 MG Oral Tablet [Clarinex],00085-1264-01
301.jpg, OVAL, BLUE,24 HR desloratadine 5 MG / Pseudoephedrine sulfate 240 MG Extended Release Oral Tablet [Clarinex-D],00085-1317-01
302.jpg, OVAL," BLUE, WHITE",12 HR desloratadine 2.5 MG / Pseudoephedrine sulfate 120 MG Extended Release Oral Tablet [Clarinex-D],00085-1322-01
303.jpg, OVAL, WHITE,Microencapsulated Potassium Chloride 10 MEQ Extended Release Oral Tablet,00085-1717-01
304.jpg, ROUND, RED,24 HR Nifedipine 90 MG Extended Release Oral Tablet [Adalat],00085-1722-01
305.jpg, OVAL, RED,{5 (moxifloxacin 400 MG Oral Tablet [Avelox]) } Pack [Avelox ABC],00085-1733-03
306.jpg, ROUND, WHITE,Ciprofloxacin 250 MG Oral Tablet [Cipro],00085-1758-01
307.jpg, OVAL, YELLOW,posaconazole 100 MG Delayed Release Oral Tablet [Noxafil],00085-4324-02
308.jpg, OVAL, WHITE,irbesartan 150 MG Oral Tablet [Avapro],00087-2772-32
309.jpg, OVAL, WHITE,irbesartan 300 MG Oral Tablet [Avapro],00087-2773-32
310.jpg, OVAL, ORANGE,Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Avalide],00087-2875-32
311.jpg, OVAL, ORANGE,Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet [Avalide],00087-2876-31
312.jpg, ROUND, WHITE,Metformin hydrochloride 500 MG Oral Tablet [Glucophage],00087-6060-05
313.jpg, OVAL, WHITE,Metformin hydrochloride 1000 MG Oral Tablet [Glucophage],00087-6071-11
314.jpg, OVAL," WHITE, BROWN",12 HR Fexofenadine hydrochloride 60 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet [Allegra-D],00088-1090-47
315.jpg, CAPSULE," PINK, WHITE",Isosorbide Dinitrate 40 MG Extended Release Oral Capsule [Dilatrate],00091-0920-01
316.jpg, ROUND, WHITE,tolterodine tartrate 1 MG Oral Tablet,00093-0010-06
317.jpg, OVAL, YELLOW,pantoprazole 20 MG Delayed Release Oral Tablet,00093-0011-98
318.jpg, OVAL, YELLOW,pantoprazole 40 MG Delayed Release Oral Tablet,00093-0012-98
319.jpg, OVAL, PINK,Moexipril hydrochloride 7.5 MG Oral Tablet,00093-0017-01
320.jpg, ROUND, WHITE,tolterodine tartrate 2 MG Oral Tablet,00093-0018-06
321.jpg, OVAL, YELLOW,Enalapril Maleate 2.5 MG Oral Tablet,00093-0026-01
322.jpg, OVAL, WHITE,Enalapril Maleate 5 MG Oral Tablet,00093-0027-01
323.jpg, OVAL, PINK,Enalapril Maleate 10 MG Oral Tablet,00093-0028-01
324.jpg, OVAL, ORANGE,Enalapril Maleate 20 MG Oral Tablet,00093-0029-01
325.jpg, DIAMOND, WHITE,lamotrigine 25 MG Oral Tablet,00093-0039-01
326.jpg, ROUND, WHITE,Clomiphene Citrate 50 MG Oral Tablet,00093-0041-65
327.jpg, ROUND, WHITE,Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet,00093-0050-01
328.jpg, OVAL, WHITE,carvedilol 3.125 MG Oral Tablet,00093-0051-01
329.jpg, OVAL, WHITE,carvedilol 3.125 MG Oral Tablet,00093-0051-01
330.jpg, ROUND, WHITE,buspirone hydrochloride 5 MG Oral Tablet,00093-0053-01
331.jpg, ROUND, WHITE,buspirone hydrochloride 10 MG Oral Tablet,00093-0054-01
332.jpg, ROUND, WHITE,buspirone hydrochloride 10 MG Oral Tablet,00093-0054-05
333.jpg, OVAL, WHITE,tramadol hydrochloride 50 MG Oral Tablet,00093-0058-01
334.jpg, ROUND, YELLOW,Rabeprazole sodium 20 MG Delayed Release Oral Tablet,00093-0064-56
335.jpg, ROUND, PINK,Zolpidem tartrate 5 MG Oral Tablet,00093-0073-01
336.jpg, ROUND, WHITE,Zolpidem tartrate 10 MG Oral Tablet,00093-0074-01
337.jpg, ROUND, YELLOW,-,00093-0076-01
338.jpg, ROUND, WHITE,Amlodipine 2.5 MG Oral Tablet,00093-0083-98
339.jpg, ROUND, WHITE,Carbamazepine 200 MG Oral Tablet [Epitol],00093-0090-01
340.jpg, ROUND, WHITE,Carbamazepine 200 MG Oral Tablet,00093-0109-01
341.jpg, ROUND, WHITE,Carbamazepine 200 MG Oral Tablet,00093-0109-01
342.jpg, OVAL, WHITE,Estazolam 1 MG Oral Tablet,00093-0129-01
343.jpg, OVAL, ORANGE,Estazolam 2 MG Oral Tablet,00093-0130-01
344.jpg, OVAL, WHITE,lamotrigine 25 MG Chewable Tablet,00093-0132-01
345.jpg, OVAL, WHITE,carvedilol 6.25 MG Oral Tablet,00093-0135-01
346.jpg, OVAL, WHITE,carvedilol 6.25 MG Oral Tablet,00093-0135-01
347.jpg, ROUND, RED,Naproxen 250 MG Oral Tablet,00093-0147-01
348.jpg, OVAL, ORANGE,Naproxen 375 MG Oral Tablet,00093-0148-01
349.jpg, OVAL, RED,Naproxen 500 MG Oral Tablet,00093-0149-01
350.jpg, OVAL, RED,Naproxen 500 MG Oral Tablet,00093-0149-01
351.jpg, ROUND, WHITE,Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet,00093-0150-01
352.jpg, OVAL, WHITE,Ticlopidine Hydrochloride 250 MG Oral Tablet,00093-0154-01
353.jpg, OVAL, WHITE,topiramate 25 MG Oral Tablet,00093-0155-06
354.jpg, ROUND, WHITE,leflunomide 10 MG Oral Tablet,00093-0173-56
355.jpg, ROUND, YELLOW,leflunomide 20 MG Oral Tablet,00093-0174-56
356.jpg, ROUND, ORANGE,venlafaxine 25 MG Oral Tablet,00093-0199-01
357.jpg, ROUND, WHITE,bicalutamide 50 MG Oral Tablet,00093-0220-56
358.jpg, ROUND, YELLOW,Risperidone 0.25 MG Oral Tablet,00093-0221-06
359.jpg, ROUND, RED,Risperidone 0.5 MG Oral Tablet,00093-0225-06
360.jpg, ROUND, WHITE,Ondansetron 4 MG Oral Tablet,00093-0233-56
361.jpg, ROUND, BLUE,Carbidopa 10 MG / Levodopa 100 MG Oral Tablet,00093-0292-01
362.jpg, ROUND, YELLOW,Carbidopa 25 MG / Levodopa 100 MG Oral Tablet,00093-0293-01
363.jpg, ROUND, BLUE,Carbidopa 25 MG / Levodopa 250 MG Oral Tablet,00093-0294-01
364.jpg, ROUND, WHITE,Clemastine Fumarate 2.68 MG Oral Tablet,00093-0308-01
365.jpg, CAPSULE," BROWN, ORANGE",Loperamide Hydrochloride 2 MG Oral Capsule,00093-0311-01
366.jpg, CAPSULE," BROWN, ORANGE",Loperamide Hydrochloride 2 MG Oral Capsule,00093-0311-01
367.jpg, ROUND, WHITE,Ketorolac Tromethamine 10 MG Oral Tablet,00093-0314-01
368.jpg, ROUND, ORANGE,Diltiazem Hydrochloride 30 MG Oral Tablet,00093-0318-01
369.jpg, ROUND, ORANGE,Diltiazem Hydrochloride 60 MG Oral Tablet,00093-0319-01
370.jpg, ROUND, ORANGE,Diltiazem Hydrochloride 60 MG Oral Tablet,00093-0319-01
371.jpg, OVAL, ORANGE,Diltiazem Hydrochloride 90 MG Oral Tablet,00093-0320-01
372.jpg, OVAL, ORANGE,Diltiazem Hydrochloride 120 MG Oral Tablet,00093-0321-01
373.jpg, ROUND, WHITE,Acetaminophen 300 MG / Codeine Phosphate 60 MG Oral Tablet,00093-0350-01
374.jpg, DIAMOND, ORANGE,lamotrigine 100 MG Oral Tablet,00093-0463-01
375.jpg, OVAL, WHITE,Naproxen sodium 275 MG Oral Tablet,00093-0536-01
376.jpg, OVAL, WHITE,Naproxen sodium 550 MG Oral Tablet,00093-0537-01
377.jpg, ROUND, TURQUOISE,Lovastatin 20 MG Oral Tablet,00093-0576-06
378.jpg, ROUND, BLUE,Lovastatin 20 MG Oral Tablet,00093-0576-06
379.jpg, OVAL," ORANGE, YELLOW",Calcitriol 0.00025 MG Oral Capsule,00093-0657-01
380.jpg, OVAL," BROWN, PINK",Calcitriol 0.0005 MG Oral Capsule,00093-0658-01
381.jpg, OVAL, WHITE,Gemfibrozil 600 MG Oral Tablet,00093-0670-06
382.jpg, ROUND, WHITE,lamotrigine 5 MG Chewable Tablet,00093-0688-01
383.jpg, ROUND, BLUE,Flurbiprofen 100 MG Oral Tablet,00093-0711-01
384.jpg, ROUND, PINK,Metoprolol Tartrate 50 MG Oral Tablet,00093-0733-01
385.jpg, ROUND, BLUE,Metoprolol Tartrate 100 MG Oral Tablet,00093-0734-01
386.jpg, ROUND, WHITE,Donepezil hydrochloride 5 MG Oral Tablet,00093-0738-56
387.jpg, ROUND, YELLOW,Donepezil hydrochloride 10 MG Oral Tablet,00093-0739-98
388.jpg, ROUND, WHITE,Atenolol 50 MG Oral Tablet,00093-0752-01
389.jpg, ROUND, WHITE,Atenolol 100 MG Oral Tablet,00093-0753-01
390.jpg, OVAL, BLUE,Diflunisal 500 MG Oral Tablet,00093-0755-06
391.jpg, CAPSULE, GREEN,Piroxicam 10 MG Oral Capsule,00093-0756-01
392.jpg, CAPSULE, GREEN,Piroxicam 20 MG Oral Capsule,00093-0757-01
393.jpg, ROUND, PINK,Pravastatin Sodium 10 MG Oral Tablet,00093-0771-98
394.jpg, ROUND, PINK,Carbamazepine 100 MG Chewable Tablet,00093-0778-01
395.jpg, ROUND, WHITE,Tamoxifen 20 MG Oral Tablet,00093-0782-56
396.jpg, ROUND, WHITE,Tamoxifen 10 MG Oral Tablet,00093-0784-06
397.jpg, ROUND, WHITE,Atenolol 25 MG Oral Tablet,00093-0787-01
398.jpg, CAPSULE," WHITE, ORANGE",Nortriptyline 10 MG Oral Capsule,00093-0810-01
399.jpg, CAPSULE," WHITE, ORANGE",Nortriptyline 10 MG Oral Capsule,00093-0810-01
400.jpg, CAPSULE," WHITE, ORANGE",Nortriptyline 25 MG Oral Capsule,00093-0811-01
401.jpg, CAPSULE," WHITE, ORANGE",Nortriptyline 25 MG Oral Capsule,00093-0811-01
402.jpg, CAPSULE, WHITE,Nortriptyline 50 MG Oral Capsule,00093-0812-01
403.jpg, CAPSULE, WHITE,Nortriptyline 50 MG Oral Capsule,00093-0812-01
404.jpg, CAPSULE, ORANGE,Nortriptyline 75 MG Oral Capsule,00093-0813-01
405.jpg, CAPSULE, ORANGE,Nortriptyline 75 MG Oral Capsule,00093-0813-01
406.jpg, ROUND, RED,24 HR Nifedipine 30 MG Extended Release Oral Tablet [Nifedical],00093-0819-01
407.jpg, ROUND, YELLOW,Clonazepam 0.5 MG Oral Tablet,00093-0832-10
408.jpg, ROUND, GREEN,Clonazepam 1 MG Oral Tablet,00093-0833-01
409.jpg, ROUND, WHITE,Clonazepam 2 MG Oral Tablet,00093-0834-01
410.jpg, OVAL, WHITE,-,00093-0852-53
411.jpg, OVAL, PINK,Etodolac 400 MG Oral Tablet,00093-0892-01
412.jpg, ROUND, WHITE,Ketoconazole 200 MG Oral Tablet,00093-0900-01
413.jpg, OVAL, WHITE,oxaprozin 600 MG Oral Tablet,00093-0924-01
414.jpg, ROUND, ORANGE,Lovastatin 10 MG Oral Tablet,00093-0926-06
415.jpg, ROUND, GREEN,Lovastatin 40 MG Oral Tablet,00093-0928-06
416.jpg, ROUND, GREEN,Lovastatin 40 MG Oral Tablet,00093-0928-06
417.jpg, ROUND, ORANGE,Diclofenac Potassium 50 MG Oral Tablet,00093-0948-01
418.jpg, ROUND, BROWN,Nystatin 500000 UNT Oral Tablet,00093-0983-01
419.jpg, RECTANGLE, WHITE,buspirone hydrochloride 15 MG Oral Tablet,00093-1003-01
420.jpg, OVAL, WHITE,Naproxen 375 MG Delayed Release Oral Tablet,00093-1005-01
421.jpg, OVAL, WHITE,Naproxen 500 MG Delayed Release Oral Tablet,00093-1006-01
422.jpg, OVAL, WHITE,nabumetone 500 MG Oral Tablet,00093-1015-01
423.jpg, OVAL, BROWN,nabumetone 750 MG Oral Tablet,00093-1016-01
424.jpg, ROUND, YELLOW,24 HR Nifedipine 90 MG Extended Release Oral Tablet [Nifediac],00093-1023-01
425.jpg, OVAL, WHITE,Nefazodone hydrochloride 100 MG Oral Tablet,00093-1024-06
426.jpg, OVAL, YELLOW,Nefazodone hydrochloride 200 MG Oral Tablet,00093-1025-06
427.jpg, OVAL, WHITE,Nefazodone hydrochloride 250 MG Oral Tablet,00093-1026-06
428.jpg, ROUND, PINK,24 HR Diclofenac Sodium 100 MG Extended Release Oral Tablet,00093-1041-01
429.jpg, OVAL, WHITE,Enalapril Maleate 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,00093-1044-01
430.jpg, OVAL, WHITE,Metformin hydrochloride 500 MG Oral Tablet,00093-1048-98
431.jpg, OVAL, WHITE,Metformin hydrochloride 850 MG Oral Tablet,00093-1049-98
432.jpg, OVAL, BROWN,Enalapril Maleate 10 MG / Hydrochlorothiazide 25 MG Oral Tablet,00093-1052-01
433.jpg, OVAL, BROWN,quinapril 40 MG Oral Tablet,00093-1053-98
434.jpg, OVAL, BLUE,Sotalol Hydrochloride 120 MG Oral Tablet,00093-1060-01
435.jpg, OVAL, BLUE,Sotalol Hydrochloride 80 MG Oral Tablet,00093-1061-01
436.jpg, OVAL, BLUE,Sotalol Hydrochloride 160 MG Oral Tablet,00093-1062-01
437.jpg, OVAL, BLUE,Sotalol Hydrochloride 240 MG Oral Tablet,00093-1063-01
438.jpg, ROUND, ORANGE,cefprozil 250 MG Oral Tablet,00093-1077-01
439.jpg, OVAL, WHITE,cefprozil 500 MG Oral Tablet,00093-1078-53
440.jpg, OVAL, BLUE,12 HR Cefaclor 500 MG Extended Release Oral Tablet,00093-1087-01
441.jpg, OVAL, BLUE,24 HR Etodolac 600 MG Extended Release Oral Tablet,00093-1118-01
442.jpg, OVAL, ORANGE,24 HR Etodolac 400 MG Extended Release Oral Tablet,00093-1122-01
443.jpg, CAPSULE," GREEN, WHITE",Acitretin 10 MG Oral Capsule,00093-1135-56
444.jpg, CAPSULE," GREEN, YELLOW",Acitretin 25 MG Oral Capsule,00093-1136-56
445.jpg, CAPSULE, YELLOW,Acitretin 17.5 MG Oral Capsule,00093-1138-56
446.jpg, OVAL, WHITE,Penicillin V Potassium 250 MG Oral Tablet,00093-1172-01
447.jpg, OVAL, WHITE,Penicillin V Potassium 500 MG Oral Tablet,00093-1174-01
448.jpg, ROUND, WHITE,Neomycin Sulfate 500 MG Oral Tablet,00093-1177-01
449.jpg, OVAL, PINK,Warfarin Sodium 1 MG Oral Tablet,00093-1712-01
450.jpg, OVAL, PURPLE,Warfarin Sodium 2 MG Oral Tablet,00093-1713-01
451.jpg, OVAL, GREEN,Warfarin Sodium 2.5 MG Oral Tablet,00093-1714-01
452.jpg, OVAL, BROWN,Warfarin Sodium 3 MG Oral Tablet,00093-1715-01
453.jpg, OVAL, BLUE,Warfarin Sodium 4 MG Oral Tablet,00093-1716-01
454.jpg, OVAL, TURQUOISE,Warfarin Sodium 6 MG Oral Tablet,00093-1718-01
455.jpg, OVAL, YELLOW,Warfarin Sodium 7.5 MG Oral Tablet,00093-1719-01
456.jpg, OVAL, WHITE,Warfarin Sodium 10 MG Oral Tablet,00093-1720-01
457.jpg, OVAL, ORANGE,Warfarin Sodium 5 MG Oral Tablet,00093-1721-01
458.jpg, OVAL, BLUE,Etodolac 500 MG Oral Tablet,00093-1893-01
459.jpg, ROUND, WHITE,pioglitazone 45 MG Oral Tablet,00093-2046-56
460.jpg, ROUND, WHITE,pioglitazone 30 MG Oral Tablet,00093-2047-56
461.jpg, ROUND, WHITE,pioglitazone 15 MG Oral Tablet,00093-2048-56
462.jpg, CAPSULE, BLUE,24 HR tolterodine tartrate 4 MG Extended Release Oral Capsule,00093-2049-56
463.jpg, CAPSULE, GREEN,24 HR tolterodine tartrate 2 MG Extended Release Oral Capsule,00093-2050-56
464.jpg, ROUND, WHITE,tolterodine tartrate 2 MG Oral Tablet,00093-2055-06
465.jpg, ROUND, WHITE,tolterodine tartrate 1 MG Oral Tablet,00093-2056-06
466.jpg, ROUND, YELLOW,24 HR Nifedipine 30 MG Extended Release Oral Tablet,00093-2057-55
467.jpg, ROUND, YELLOW,24 HR Nifedipine 60 MG Extended Release Oral Tablet,00093-2058-01
468.jpg, ROUND, YELLOW,24 HR Nifedipine 90 MG Extended Release Oral Tablet,00093-2059-01
469.jpg, OVAL, WHITE,Fenofibrate 145 MG Oral Tablet,00093-2060-98
470.jpg, OVAL, YELLOW,Fenofibrate 48 MG Oral Tablet,00093-2061-98
471.jpg, ROUND, ORANGE,quetiapine 25 MG Oral Tablet,00093-2063-01
472.jpg, ROUND, WHITE,cilostazol 100 MG Oral Tablet,00093-2064-06
473.jpg, SQUARE, WHITE,cilostazol 50 MG Oral Tablet,00093-2065-06
474.jpg, ROUND, WHITE,Doxazosin 8 MG Oral Tablet,00093-2067-01
475.jpg, DIAMOND, WHITE,Doxazosin 4 MG Oral Tablet,00093-2068-01
476.jpg, OVAL, WHITE,Doxazosin 2 MG Oral Tablet,00093-2069-01
477.jpg, ROUND, WHITE,Doxazosin 1 MG Oral Tablet,00093-2070-01
478.jpg, CAPSULE, RED,Tolmetin 400 MG Oral Capsule,00093-2075-01
479.jpg, CAPSULE, WHITE,Hydrochlorothiazide 12.5 MG Oral Capsule,00093-2080-01
480.jpg, CAPSULE," PINK, WHITE","NITROFURANTOIN, MACROCRYSTALS 50 MG Oral Capsule",00093-2130-01
481.jpg, CAPSULE, PINK,"NITROFURANTOIN, MACROCRYSTALS 100 MG Oral Capsule",00093-2131-01
482.jpg, ROUND, GRAY,{7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Tri-Lo-Sprintec 28 Day],00093-2140-62
483.jpg, ROUND, BLUE,{7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Tri-Lo-Sprintec 28 Day],00093-2140-62
484.jpg, ROUND, BLUE,{7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Tri-Lo-Sprintec 28 Day],00093-2140-62
485.jpg, ROUND, WHITE,{7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.18 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.215 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.025 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Tri-Lo-Sprintec 28 Day],00093-2140-62
486.jpg, ROUND, WHITE,Trimethoprim 100 MG Oral Tablet,00093-2158-01
487.jpg, ROUND, WHITE,Metoclopramide 10 MG Oral Tablet,00093-2203-01
488.jpg, ROUND, WHITE,Metoclopramide 5 MG Oral Tablet,00093-2204-01
489.jpg, ROUND, WHITE,Metoclopramide 5 MG Oral Tablet,00093-2204-01
490.jpg, OVAL, WHITE,Sucralfate 1000 MG Oral Tablet,00093-2210-98
491.jpg, OVAL, WHITE,Cephalexin 250 MG Oral Tablet,00093-2238-01
492.jpg, OVAL, WHITE,Cephalexin 500 MG Oral Tablet,00093-2240-01
493.jpg, OVAL, WHITE,Amoxicillin 500 MG Oral Tablet,00093-2263-01
494.jpg, OVAL, WHITE,Amoxicillin 875 MG Oral Tablet,00093-2264-01
495.jpg, OVAL, WHITE,Amoxicillin 125 MG Chewable Tablet,00093-2267-01
496.jpg, OVAL, WHITE,Amoxicillin 250 MG Chewable Tablet,00093-2268-01
497.jpg, OVAL, PINK,Amoxicillin 200 MG / Clavulanate 28.5 MG Chewable Tablet,00093-2270-34
498.jpg, OVAL, PINK,Amoxicillin 400 MG / Clavulanate 57 MG Chewable Tablet,00093-2272-34
499.jpg, OVAL, WHITE,Amoxicillin 500 MG / Clavulanate 125 MG Oral Tablet,00093-2274-34
500.jpg, OVAL, WHITE,Amoxicillin 875 MG / Clavulanate 125 MG Oral Tablet,00093-2275-34
501.jpg, ROUND, ORANGE,Famotidine 10 MG Oral Tablet,00093-2748-65
502.jpg, ROUND, WHITE,Cyproheptadine hydrochloride 4 MG Oral Tablet,00093-2929-01
503.jpg, ROUND, WHITE,Methyldopa 250 MG Oral Tablet,00093-2931-01
504.jpg, ROUND, WHITE,Methyldopa 500 MG Oral Tablet,00093-2932-01
505.jpg, CAPSULE, WHITE,Quinine Sulfate 324 MG Oral Capsule,00093-3002-56
506.jpg, ROUND, YELLOW,Clozapine 100 MG Disintegrating Oral Tablet,00093-3010-84
507.jpg, ROUND, YELLOW,Clozapine 12.5 MG Disintegrating Oral Tablet,00093-3011-01
508.jpg, ROUND, YELLOW,Clozapine 25 MG Disintegrating Oral Tablet,00093-3012-84
509.jpg, CAPSULE," RED, WHITE",Aspirin 25 MG / Dipyridamole 200 MG Oral Capsule,00093-3040-06
510.jpg, OVAL, BLUE,Verapamil hydrochloride 120 MG Extended Release Oral Tablet,00093-3043-01
511.jpg, OVAL, TURQUOISE,Verapamil hydrochloride 180 MG Extended Release Oral Tablet,00093-3044-01
512.jpg, OVAL, BLUE,Verapamil hydrochloride 240 MG Extended Release Oral Tablet,00093-3045-01
513.jpg, ROUND, ORANGE,{12 (risedronate sodium 35 MG Oral Tablet) } Pack,00093-3098-29
514.jpg, ROUND, YELLOW,risedronate sodium 5 MG Oral Tablet,00093-3099-56
515.jpg, ROUND, WHITE,risedronate sodium 30 MG Oral Tablet,00093-3100-56
516.jpg, CAPSULE," BROWN, WHITE",Amoxicillin 250 MG Oral Capsule,00093-3107-01
517.jpg, CAPSULE, BROWN,Amoxicillin 500 MG Oral Capsule,00093-3109-05
518.jpg, CAPSULE, WHITE,Amoxicillin 500 MG Oral Capsule,00093-3109-53
519.jpg, ROUND, WHITE,Ethinyl Estradiol 0.005 MG / norethindrone acetate 1 MG Oral Tablet [Jinteli],00093-3122-98
520.jpg, CAPSULE," GREEN, GREEN",Dicloxacillin 250 MG Oral Capsule,00093-3123-01
521.jpg, CAPSULE," GREEN, GREEN",Dicloxacillin 500 MG Oral Capsule,00093-3125-01
522.jpg, CAPSULE," BLUE, RED",Disopyramide 100 MG Oral Capsule,00093-3127-01
523.jpg, CAPSULE," RED, WHITE",Disopyramide 150 MG Oral Capsule,00093-3129-01
524.jpg, ROUND, TURQUOISE,{7 (Ethinyl Estradiol 0.01 MG Oral Tablet) / 84 (Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.15 MG Oral Tablet) } Pack [Camrese 91 Day],00093-3134-82
